Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Nova Scotia,Central Zone (N.S.),Prostate Cancer Surgery,50th Percentile,2008,Days,41.0
Provincial,Nova Scotia,Central Zone (N.S.),Prostate Cancer Surgery,90th Percentile,2008,Days,94.0
Provincial,Nova Scotia,Central Zone (N.S.),Prostate Cancer Surgery,Volume,2008,Number of cases,101.0
Provincial,Nova Scotia,Central Zone (N.S.),Radiation Therapy,% Meeting Benchmark,2008,Proportion,97.0
Provincial,Nova Scotia,Central Zone (N.S.),Radiation Therapy,50th Percentile,2008,Days,9.0
Provincial,Nova Scotia,Central Zone (N.S.),Radiation Therapy,90th Percentile,2008,Days,22.0
Provincial,Nova Scotia,Central Zone (N.S.),Radiation Therapy,Volume,2008,Number of cases,393.0
Provincial,Ontario,Central East LHIN (Former),Bladder Cancer Surgery,50th Percentile,2008,Days,25.0
Provincial,Ontario,Central East LHIN (Former),Bladder Cancer Surgery,90th Percentile,2008,Days,60.0
Provincial,Ontario,Central East LHIN (Former),Bladder Cancer Surgery,Volume,2008,Number of cases,254.0
Provincial,Ontario,Central East LHIN (Former),Breast Cancer Surgery,50th Percentile,2008,Days,19.0
Provincial,Ontario,Central East LHIN (Former),Breast Cancer Surgery,90th Percentile,2008,Days,42.0
Provincial,Ontario,Central East LHIN (Former),Breast Cancer Surgery,Volume,2008,Number of cases,333.0
Provincial,Ontario,Central East LHIN (Former),CABG,% Meeting Benchmark,2008,Proportion,100.0
Provincial,Ontario,Central East LHIN (Former),CABG,50th Percentile,2008,Days,19.0
Provincial,Ontario,Central East LHIN (Former),CABG,90th Percentile,2008,Days,56.0
Provincial,Ontario,Central East LHIN (Former),CABG,Volume,2008,Number of cases,208.0
Provincial,Ontario,Central East LHIN (Former),Cataract surgery,% Meeting Benchmark,2008,Proportion,88.0
Provincial,Ontario,Central East LHIN (Former),Cataract surgery,50th Percentile,2008,Days,44.0
Provincial,Ontario,Central East LHIN (Former),Cataract surgery,90th Percentile,2008,Days,123.0
Provincial,Ontario,Central East LHIN (Former),Cataract surgery,Volume,2008,Number of cases,548.0
Provincial,Ontario,Central East LHIN (Former),Colorectal Cancer Surgery,50th Percentile,2008,Days,20.0
Provincial,Ontario,Central East LHIN (Former),Colorectal Cancer Surgery,90th Percentile,2008,Days,45.5
Provincial,Ontario,Central East LHIN (Former),Colorectal Cancer Surgery,Volume,2008,Number of cases,237.5
Provincial,Ontario,Central East LHIN (Former),CT Scan,50th Percentile,2008,Days,9.0
Provincial,Ontario,Central East LHIN (Former),CT Scan,90th Percentile,2008,Days,40.0
Provincial,Ontario,Central East LHIN (Former),Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,84.0
Provincial,Ontario,Central East LHIN (Former),Hip Fracture Repair,50th Percentile,2008,Days,0.96
Provincial,Ontario,Central East LHIN (Former),Hip Fracture Repair,90th Percentile,2008,Days,2.5
Provincial,Ontario,Central East LHIN (Former),Hip Fracture Repair,Volume,2008,Number of cases,390.0
Provincial,Ontario,Central East LHIN (Former),Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,80.0
Provincial,Ontario,Central East LHIN (Former),Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Days,1.12
Provincial,Ontario,Central East LHIN (Former),Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Days,2.17
Provincial,Ontario,Central East LHIN (Former),Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,177.0
Provincial,Ontario,Central East LHIN (Former),Hip Replacement,% Meeting Benchmark,2008,Proportion,90.0
Provincial,Ontario,Central East LHIN (Former),Hip Replacement,50th Percentile,2008,Days,63.0
Provincial,Ontario,Central East LHIN (Former),Hip Replacement,90th Percentile,2008,Days,180.0
Provincial,Ontario,Central East LHIN (Former),Hip Replacement,Volume,2008,Number of cases,239.0
Provincial,Ontario,Central East LHIN (Former),Knee Replacement,% Meeting Benchmark,2008,Proportion,85.0
Provincial,Ontario,Central East LHIN (Former),Knee Replacement,50th Percentile,2008,Days,71.0
Provincial,Ontario,Central East LHIN (Former),Knee Replacement,90th Percentile,2008,Days,223.0
Provincial,Ontario,Central East LHIN (Former),Knee Replacement,Volume,2008,Number of cases,294.0
Provincial,Ontario,Central East LHIN (Former),Lung Cancer Surgery,50th Percentile,2008,Days,22.0
Provincial,Ontario,Central East LHIN (Former),Lung Cancer Surgery,90th Percentile,2008,Days,54.0
Provincial,Ontario,Central East LHIN (Former),Lung Cancer Surgery,Volume,2008,Number of cases,127.0
Provincial,Ontario,Central East LHIN (Former),MRI Scan,50th Percentile,2008,Days,30.0
Provincial,Ontario,Central East LHIN (Former),MRI Scan,90th Percentile,2008,Days,95.0
Provincial,Ontario,Central East LHIN (Former),Prostate Cancer Surgery,50th Percentile,2008,Days,41.0
Provincial,Ontario,Central East LHIN (Former),Prostate Cancer Surgery,90th Percentile,2008,Days,94.0
Provincial,Ontario,Central East LHIN (Former),Prostate Cancer Surgery,Volume,2008,Number of cases,101.0
Provincial,Ontario,Central East LHIN (Former),Radiation Therapy,% Meeting Benchmark,2008,Proportion,90.0
Provincial,Ontario,Central East LHIN (Former),Radiation Therapy,50th Percentile,2008,Days,11.0
Provincial,Ontario,Central East LHIN (Former),Radiation Therapy,90th Percentile,2008,Days,29.0
Provincial,Ontario,Central East LHIN (Former),Radiation Therapy,Volume,2008,Number of cases,393.0
Provincial,Prince Edward Island,Health PEI,Bladder Cancer Surgery,50th Percentile,2008,Days,25.0
Provincial,Prince Edward Island,Health PEI,Bladder Cancer Surgery,90th Percentile,2008,Days,60.0
Provincial,Prince Edward Island,Health PEI,Bladder Cancer Surgery,Volume,2008,Number of cases,254.0
Provincial,Prince Edward Island,Health PEI,Breast Cancer Surgery,50th Percentile,2008,Days,19.0
Provincial,Prince Edward Island,Health PEI,Breast Cancer Surgery,90th Percentile,2008,Days,42.0
Provincial,Prince Edward Island,Health PEI,Breast Cancer Surgery,Volume,2008,Number of cases,333.0
Provincial,Prince Edward Island,Health PEI,CABG,% Meeting Benchmark,2008,Proportion,99.0
Provincial,Prince Edward Island,Health PEI,CABG,50th Percentile,2008,Days,7.0
Provincial,Prince Edward Island,Health PEI,CABG,90th Percentile,2008,Days,67.5
Provincial,Prince Edward Island,Health PEI,CABG,Volume,2008,Number of cases,208.0
Provincial,Prince Edward Island,Health PEI,Cataract surgery,% Meeting Benchmark,2008,Proportion,60.0
Provincial,Prince Edward Island,Health PEI,Cataract surgery,50th Percentile,2008,Days,78.0
Provincial,Prince Edward Island,Health PEI,Cataract surgery,90th Percentile,2008,Days,180.0
Provincial,Prince Edward Island,Health PEI,Cataract surgery,Volume,2008,Number of cases,477.0
Provincial,Prince Edward Island,Health PEI,Colorectal Cancer Surgery,50th Percentile,2008,Days,20.0
Provincial,Prince Edward Island,Health PEI,Colorectal Cancer Surgery,90th Percentile,2008,Days,45.5
Provincial,Prince Edward Island,Health PEI,Colorectal Cancer Surgery,Volume,2008,Number of cases,237.5
Provincial,Prince Edward Island,Health PEI,CT Scan,50th Percentile,2008,Days,22.0
Provincial,Prince Edward Island,Health PEI,CT Scan,90th Percentile,2008,Days,88.0
Provincial,Prince Edward Island,Health PEI,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,84.0
Provincial,Prince Edward Island,Health PEI,Hip Fracture Repair,50th Percentile,2008,Days,0.96
Provincial,Prince Edward Island,Health PEI,Hip Fracture Repair,90th Percentile,2008,Days,2.5
Provincial,Prince Edward Island,Health PEI,Hip Fracture Repair,Volume,2008,Number of cases,390.0
Provincial,Prince Edward Island,Health PEI,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,80.0
Provincial,Prince Edward Island,Health PEI,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Days,1.12
Provincial,Prince Edward Island,Health PEI,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Days,2.17
Provincial,Prince Edward Island,Health PEI,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,177.0
Provincial,Prince Edward Island,Health PEI,Hip Replacement,% Meeting Benchmark,2008,Proportion,71.0
Provincial,Prince Edward Island,Health PEI,Hip Replacement,50th Percentile,2008,Days,110.0
Provincial,Prince Edward Island,Health PEI,Hip Replacement,90th Percentile,2008,Days,356.0
Provincial,Prince Edward Island,Health PEI,Hip Replacement,Volume,2008,Number of cases,59.0
Provincial,Prince Edward Island,Health PEI,Knee Replacement,% Meeting Benchmark,2008,Proportion,75.0
Provincial,Prince Edward Island,Health PEI,Knee Replacement,50th Percentile,2008,Days,108.0
Provincial,Prince Edward Island,Health PEI,Knee Replacement,90th Percentile,2008,Days,345.0
Provincial,Prince Edward Island,Health PEI,Knee Replacement,Volume,2008,Number of cases,105.0
Provincial,Prince Edward Island,Health PEI,Lung Cancer Surgery,50th Percentile,2008,Days,22.0
Provincial,Prince Edward Island,Health PEI,Lung Cancer Surgery,90th Percentile,2008,Days,54.0
Provincial,Prince Edward Island,Health PEI,Lung Cancer Surgery,Volume,2008,Number of cases,127.0
Provincial,Prince Edward Island,Health PEI,MRI Scan,50th Percentile,2008,Days,79.0
Provincial,Prince Edward Island,Health PEI,MRI Scan,90th Percentile,2008,Days,199.0
Provincial,Prince Edward Island,Health PEI,Prostate Cancer Surgery,50th Percentile,2008,Days,41.0
Provincial,Prince Edward Island,Health PEI,Prostate Cancer Surgery,90th Percentile,2008,Days,94.0
Provincial,Prince Edward Island,Health PEI,Prostate Cancer Surgery,Volume,2008,Number of cases,101.0
Provincial,Prince Edward Island,Health PEI,Radiation Therapy,% Meeting Benchmark,2008,Proportion,100.0
Provincial,Prince Edward Island,Health PEI,Radiation Therapy,50th Percentile,2008,Days,7.0
Provincial,Prince Edward Island,Health PEI,Radiation Therapy,90th Percentile,2008,Days,19.0
Provincial,Prince Edward Island,Health PEI,Radiation Therapy,Volume,2008,Number of cases,198.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Bladder Cancer Surgery,50th Percentile,2008,Days,25.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Bladder Cancer Surgery,90th Percentile,2008,Days,60.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Bladder Cancer Surgery,Volume,2008,Number of cases,254.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Breast Cancer Surgery,50th Percentile,2008,Days,19.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Breast Cancer Surgery,90th Percentile,2008,Days,42.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Breast Cancer Surgery,Volume,2008,Number of cases,333.0
Provincial,Quebec,Abitibi-Témiscamingue Region,CABG,% Meeting Benchmark,2008,Proportion,99.0
Provincial,Quebec,Abitibi-Témiscamingue Region,CABG,50th Percentile,2008,Days,7.0
Provincial,Quebec,Abitibi-Témiscamingue Region,CABG,90th Percentile,2008,Days,67.5
Provincial,Quebec,Abitibi-Témiscamingue Region,CABG,Volume,2008,Number of cases,208.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Cataract surgery,% Meeting Benchmark,2008,Proportion,82.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Cataract surgery,50th Percentile,2008,Days,42.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Cataract surgery,90th Percentile,2008,Days,155.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Cataract surgery,Volume,2008,Number of cases,548.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Colorectal Cancer Surgery,50th Percentile,2008,Days,20.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Colorectal Cancer Surgery,90th Percentile,2008,Days,45.5
Provincial,Quebec,Abitibi-Témiscamingue Region,Colorectal Cancer Surgery,Volume,2008,Number of cases,237.5
Provincial,Quebec,Abitibi-Témiscamingue Region,CT Scan,50th Percentile,2008,Days,19.5
Provincial,Quebec,Abitibi-Témiscamingue Region,CT Scan,90th Percentile,2008,Days,71.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,84.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Fracture Repair,50th Percentile,2008,Days,0.96
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Fracture Repair,90th Percentile,2008,Days,2.5
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Fracture Repair,Volume,2008,Number of cases,390.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,80.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Days,1.12
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Days,2.17
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,177.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Replacement,% Meeting Benchmark,2008,Proportion,90.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Replacement,50th Percentile,2008,Days,69.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Replacement,90th Percentile,2008,Days,182.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Hip Replacement,Volume,2008,Number of cases,239.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Knee Replacement,% Meeting Benchmark,2008,Proportion,86.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Knee Replacement,50th Percentile,2008,Days,85.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Knee Replacement,90th Percentile,2008,Days,211.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Knee Replacement,Volume,2008,Number of cases,294.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Lung Cancer Surgery,50th Percentile,2008,Days,22.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Lung Cancer Surgery,90th Percentile,2008,Days,54.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Lung Cancer Surgery,Volume,2008,Number of cases,127.0
Provincial,Quebec,Abitibi-Témiscamingue Region,MRI Scan,50th Percentile,2008,Days,48.0
Provincial,Quebec,Abitibi-Témiscamingue Region,MRI Scan,90th Percentile,2008,Days,177.5
Provincial,Quebec,Abitibi-Témiscamingue Region,Prostate Cancer Surgery,50th Percentile,2008,Days,41.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Prostate Cancer Surgery,90th Percentile,2008,Days,94.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Prostate Cancer Surgery,Volume,2008,Number of cases,101.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Radiation Therapy,% Meeting Benchmark,2008,Proportion,97.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Radiation Therapy,50th Percentile,2008,Days,9.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Radiation Therapy,90th Percentile,2008,Days,22.0
Provincial,Quebec,Abitibi-Témiscamingue Region,Radiation Therapy,Volume,2008,Number of cases,393.0
Provincial,Saskatchewan,Far North Zone,Bladder Cancer Surgery,50th Percentile,2008,Days,25.0
Provincial,Saskatchewan,Far North Zone,Bladder Cancer Surgery,90th Percentile,2008,Days,60.0
Provincial,Saskatchewan,Far North Zone,Bladder Cancer Surgery,Volume,2008,Number of cases,254.0
Provincial,Saskatchewan,Far North Zone,Breast Cancer Surgery,50th Percentile,2008,Days,19.0
Provincial,Saskatchewan,Far North Zone,Breast Cancer Surgery,90th Percentile,2008,Days,42.0
Provincial,Saskatchewan,Far North Zone,Breast Cancer Surgery,Volume,2008,Number of cases,333.0
Provincial,Saskatchewan,Far North Zone,CABG,% Meeting Benchmark,2008,Proportion,98.0
Provincial,Saskatchewan,Far North Zone,CABG,50th Percentile,2008,Days,4.0
Provincial,Saskatchewan,Far North Zone,CABG,90th Percentile,2008,Days,69.0
Provincial,Saskatchewan,Far North Zone,CABG,Volume,2008,Number of cases,309.0
Provincial,Saskatchewan,Far North Zone,Cataract surgery,% Meeting Benchmark,2008,Proportion,48.0
Provincial,Saskatchewan,Far North Zone,Cataract surgery,50th Percentile,2008,Days,118.0
Provincial,Saskatchewan,Far North Zone,Cataract surgery,90th Percentile,2008,Days,334.0
Provincial,Saskatchewan,Far North Zone,Cataract surgery,Volume,2008,Number of cases,548.0
Provincial,Saskatchewan,Far North Zone,Colorectal Cancer Surgery,50th Percentile,2008,Days,20.0
Provincial,Saskatchewan,Far North Zone,Colorectal Cancer Surgery,90th Percentile,2008,Days,45.5
Provincial,Saskatchewan,Far North Zone,Colorectal Cancer Surgery,Volume,2008,Number of cases,237.5
Provincial,Saskatchewan,Far North Zone,CT Scan,50th Percentile,2008,Days,19.5
Provincial,Saskatchewan,Far North Zone,CT Scan,90th Percentile,2008,Days,71.0
Provincial,Saskatchewan,Far North Zone,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,84.0
Provincial,Saskatchewan,Far North Zone,Hip Fracture Repair,50th Percentile,2008,Days,0.96
Provincial,Saskatchewan,Far North Zone,Hip Fracture Repair,90th Percentile,2008,Days,2.5
Provincial,Saskatchewan,Far North Zone,Hip Fracture Repair,Volume,2008,Number of cases,390.0
Provincial,Saskatchewan,Far North Zone,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,80.0
Provincial,Saskatchewan,Far North Zone,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Days,1.12
Provincial,Saskatchewan,Far North Zone,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Days,2.17
Provincial,Saskatchewan,Far North Zone,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,177.0
Provincial,Saskatchewan,Far North Zone,Hip Replacement,% Meeting Benchmark,2008,Proportion,56.0
Provincial,Saskatchewan,Far North Zone,Hip Replacement,50th Percentile,2008,Days,157.0
Provincial,Saskatchewan,Far North Zone,Hip Replacement,90th Percentile,2008,Days,482.0
